Palavras,Solucoes
"('-', 'w', 'o', '-', 't', 'o', '-', 't', 'w')",0
"('t', 'o', '-', 'o', '-', 't', 'w', '-', 'w')",33
"('t', 't', 'w', 'o', '-', '-', 'w', '-', 'o')",72
"('t', '-', 't', 'o', 'w', '-', 'w', '-', 'o')",69
"('-', 'o', 'w', 'w', 't', 'o', 't', '-', '-')",69
"('t', 'o', '-', 'o', '-', '-', 'w', 't', 'w')",68
"('w', '-', '-', 'w', 't', '-', 'o', 'o', 't')",58
"('-', 'w', 'w', 'o', '-', 't', '-', 't', 'o')",54
"('w', 'w', '-', '-', 'o', 't', 't', '-', 'o')",83
"('o', '-', 'w', 't', 'w', '-', 't', '-', 'o')",0
"('-', 't', 'o', '-', '-', 'w', 'o', 'w', 't')",80
"('-', 'w', 'w', 't', 't', 'o', '-', 'o', '-')",58
"('o', 'o', '-', 'w', 't', 't', 'w', '-', '-')",0
"('t', '-', 'o', 'w', 't', 'o', 'w', '-', '-')",0
"('o', 'o', '-', '-', 'w', '-', 'w', 't', 't')",52
"('w', 't', 'o', '-', 'o', 't', '-', '-', 'w')",28
"('-', 'w', 'w', 'o', 't', 'o', 't', '-', '-')",69
"('t', 'o', '-', '-', 'o', 't', '-', 'w', 'w')",68
"('-', 'o', 'w', '-', '-', 'w', 't', 't', 'o')",58
"('-', 'w', 'o', '-', 'o', 't', '-', 't', 'w')",24
"('w', '-', 'o', 'w', '-', 'o', '-', 't', 't')",60
"('o', 't', 't', '-', '-', 'o', 'w', 'w', '-')",84
"('w', 't', 't', '-', 'o', 'w', 'o', '-', '-')",69
"('t', 'o', 'o', 'w', '-', '-', '-', 't', 'w')",50
"('t', '-', '-', '-', 'w', 't', 'o', 'w', 'o')",0
"('-', 'o', 't', 'w', 'w', '-', 't', 'o', '-')",0
"('t', '-', 'o', 'w', 'o', '-', 't', 'w', '-')",0
"('w', '-', 'o', 'o', 'w', '-', 't', 't', '-')",36
"('-', '-', 't', '-', 'w', 'w', 'o', 'o', 't')",0
"('w', '-', 't', 'o', 'w', 't', '-', 'o', '-')",66
"('-', 't', 'o', 'w', 't', 'o', '-', 'w', '-')",59
"('w', 'o', 't', '-', 'w', 't', '-', 'o', '-')",0
"('o', '-', 'w', 'w', '-', '-', 't', 't', 'o')",60
"('t', '-', 'o', 'o', 'w', '-', 'w', '-', 't')",69
"('-', 'w', 't', '-', 't', 'o', 'w', '-', 'o')",0
"('-', '-', 't', 't', 'w', '-', 'o', 'w', 'o')",0
"('t', 'o', 'w', 'w', '-', '-', 't', 'o', '-')",0
"('t', '-', 't', 'w', '-', '-', 'w', 'o', 'o')",0
"('-', 'o', 't', '-', 't', 'w', '-', 'w', 'o')",24
"('t', 'w', 't', 'o', 'w', '-', 'o', '-', '-')",0
"('-', '-', 't', 'o', 'w', 'o', '-', 'w', 't')",0
"('t', 't', 'o', '-', '-', '-', 'w', 'w', 'o')",0
"('-', 'w', '-', 't', 't', 'o', 'o', 'w', '-')",0
"('o', 'w', 't', 'o', '-', '-', 'w', 't', '-')",73
"('-', 'o', 'o', 'w', 't', 't', '-', 'w', '-')",48
"('w', 't', 'o', '-', '-', '-', 't', 'o', 'w')",51
"('o', 't', 'w', '-', 't', 'w', '-', '-', 'o')",48
"('-', 't', 'o', 'w', 'w', 't', '-', 'o', '-')",58
"('o', '-', 't', '-', 'w', 'w', 't', '-', 'o')",56
"('-', 'o', '-', 'w', '-', 'o', 'w', 't', 't')",0
"('w', 'w', '-', '-', 'o', '-', 't', 'o', 't')",0
"('o', 't', '-', 't', 'o', '-', 'w', 'w', '-')",200
"('w', '-', 't', 'w', '-', 'o', 't', 'o', '-')",72
"('-', 't', '-', 'w', 't', 'w', '-', 'o', 'o')",68
"('t', 't', '-', 'w', '-', '-', 'o', 'o', 'w')",72
"('t', 'o', 'w', '-', 'o', '-', 'w', 't', '-')",76
"('o', '-', 'w', '-', 'o', '-', 't', 't', 'w')",0
"('w', 'w', '-', '-', 't', 'o', 't', '-', 'o')",120
"('-', 't', 'w', 'o', 'w', '-', 'o', '-', 't')",0
"('-', '-', 'o', 't', 'o', 'w', 'w', 't', '-')",57
"('-', 't', 'o', '-', 'w', 't', 'w', '-', 'o')",0
"('-', 'w', 'w', 't', 'o', '-', 't', '-', 'o')",0
"('w', '-', 'o', '-', 'w', 't', 't', 'o', '-')",63
"('o', 'w', 'w', 'o', '-', '-', 't', '-', 't')",79
"('w', '-', 't', '-', '-', 'w', 'o', 't', 'o')",42
"('t', 'w', 't', 'o', '-', '-', 'w', 'o', '-')",45
"('t', '-', 'o', 'o', 'w', '-', '-', 't', 'w')",77
"('w', 't', '-', 'o', 't', 'w', 'o', '-', '-')",0
"('w', 'o', 't', '-', '-', 't', 'o', 'w', '-')",48
"('w', 'o', '-', 't', '-', 'w', '-', 'o', 't')",95
"('-', 'w', 'w', 'o', '-', 'o', '-', 't', 't')",21
"('o', 't', 't', 'w', '-', '-', 'w', 'o', '-')",0
"('w', '-', 'w', '-', '-', 't', 'o', 'o', 't')",0
"('w', '-', '-', 't', 'o', 'o', 't', '-', 'w')",0
"('-', 'w', 'o', 'w', 't', 't', 'o', '-', '-')",79
"('w', 't', 'w', 'o', '-', '-', '-', 't', 'o')",95
"('-', 't', 't', 'w', 'w', 'o', '-', '-', 'o')",0
"('-', 'w', 't', '-', '-', 'w', 'o', 'o', 't')",0
"('o', 't', 't', 'o', 'w', '-', '-', 'w', '-')",60
"('-', 'w', 'o', 'o', 't', '-', 't', '-', 'w')",68
"('-', 't', 'o', 'o', '-', 't', 'w', 'w', '-')",84
"('o', '-', '-', 't', 'o', 'w', '-', 't', 'w')",120
"('o', 'w', 'w', 't', '-', 'o', '-', '-', 't')",65
"('-', 'w', '-', '-', 'o', 't', 'w', 'o', 't')",0
"('-', '-', 'o', 't', 'o', 't', '-', 'w', 'w')",21
"('-', '-', 'w', 't', 'o', 'w', 't', '-', 'o')",0
"('o', 'o', '-', 'w', 't', 't', '-', '-', 'w')",66
"('t', '-', '-', 'o', 'w', 't', '-', 'w', 'o')",95
"('t', 'w', '-', 'w', '-', 't', '-', 'o', 'o')",99
"('w', '-', '-', 'o', 't', '-', 'w', 'o', 't')",0
"('-', 't', 'o', 'w', 'w', 'o', '-', '-', 't')",73
"('t', '-', '-', 'w', '-', 't', 'o', 'w', 'o')",28
"('w', 't', 't', 'o', '-', '-', '-', 'w', 'o')",50
"('t', '-', 'o', 't', 'w', '-', 'w', 'o', '-')",73
"('t', 'w', 'o', '-', '-', 'o', 't', 'w', '-')",0
"('t', '-', 'o', 'w', '-', 'o', 'w', 't', '-')",0
"('-', 'w', 'w', '-', 't', 'o', 'o', 't', '-')",90
"('-', 'o', 't', 'w', '-', 'o', 'w', '-', 't')",0
"('w', '-', '-', '-', 't', 't', 'o', 'o', 'w')",71
"('o', 'w', '-', '-', 't', 'o', '-', 't', 'w')",0
"('w', 't', '-', 't', 'w', 'o', '-', '-', 'o')",0
"('o', 'w', '-', '-', 'w', '-', 't', 't', 'o')",38
"('w', 'o', 'o', '-', 't', 't', 'w', '-', '-')",0
"('w', 't', 'w', '-', 'o', '-', 'o', '-', 't')",68
"('-', 't', '-', 'w', 'o', 'o', '-', 't', 'w')",75
"('t', 't', '-', 'o', 'o', '-', 'w', 'w', '-')",200
"('t', 'o', 'w', 't', '-', '-', 'o', '-', 'w')",120
"('-', 'w', 'w', 'o', '-', '-', 'o', 't', 't')",0
"('w', '-', 't', '-', 'w', '-', 'o', 'o', 't')",0
"('-', 'o', 'w', 't', 't', '-', '-', 'o', 'w')",0
"('-', '-', 'w', 'o', '-', 't', 'o', 't', 'w')",0
"('-', 't', 't', 'o', 'o', 'w', '-', 'w', '-')",58
"('-', 'o', 'w', 't', '-', 'w', 't', 'o', '-')",0
"('w', 't', 'o', 'w', '-', 't', '-', '-', 'o')",0
"('t', 'w', '-', 'o', 'o', '-', '-', 'w', 't')",0
"('t', 'w', 'w', 'o', 'o', '-', '-', '-', 't')",66
"('t', 't', 'w', '-', '-', 'w', '-', 'o', 'o')",73
"('o', '-', '-', 'w', 'o', 'w', 't', 't', '-')",36
"('-', 'w', 'o', 't', 't', '-', 'o', 'w', '-')",0
"('-', 'w', '-', 't', 'o', 'w', 't', '-', 'o')",0
"('o', '-', '-', 'w', 'o', 't', 'w', '-', 't')",0
"('-', 'o', 'w', 't', 'o', '-', 't', '-', 'w')",0
"('o', '-', 'w', '-', 'o', '-', 'w', 't', 't')",93
"('o', 'w', '-', 't', '-', 'o', 'w', 't', '-')",45
"('-', 'o', 'o', '-', 't', 'w', 'w', '-', 't')",82
"('o', 't', 'o', 'w', 't', '-', '-', '-', 'w')",55
"('w', 't', 'w', '-', '-', 'o', '-', 'o', 't')",72
"('o', 't', 'o', '-', '-', '-', 'w', 't', 'w')",0
"('-', 'o', 'w', 't', 'w', '-', 't', 'o', '-')",0
"('-', '-', 't', '-', 'o', 'w', 'o', 'w', 't')",80
"('-', 't', 'o', 'w', 'o', 'w', 't', '-', '-')",69
"('w', 't', '-', 'o', '-', 'w', 'o', 't', '-')",0
"('o', 't', '-', 't', 'w', 'o', '-', '-', 'w')",79
"('-', 'o', 't', 'w', 'o', 't', '-', '-', 'w')",48
"('-', '-', 'w', 't', 'o', 'w', 'o', '-', 't')",51
"('o', 'o', 't', 'w', '-', '-', '-', 't', 'w')",54
"('w', '-', 't', '-', 'o', 'o', '-', 't', 'w')",54
"('-', 'o', '-', 'w', 'o', 't', '-', 't', 'w')",54
"('w', 'o', 'o', '-', 't', '-', 'w', '-', 't')",0
"('-', 't', 'o', 'w', 't', '-', 'w', '-', 'o')",0
"('o', '-', 't', 'w', 't', 'o', 'w', '-', '-')",0
"('o', 'w', '-', '-', 't', 'o', 't', '-', 'w')",68
"('o', '-', 'w', 'o', '-', 't', 't', '-', 'w')",0
"('-', 't', 't', 'o', 'w', '-', 'o', '-', 'w')",0
"('-', 't', 'w', '-', 'w', '-', 'o', 't', 'o')",60
"('-', '-', 'o', 'w', 't', '-', 'w', 't', 'o')",0
"('w', '-', '-', 'o', 'w', '-', 't', 'o', 't')",68
"('o', 'w', '-', 't', '-', 'o', 't', '-', 'w')",0
"('o', '-', 'w', 'w', 'o', '-', 't', 't', '-')",36
"('-', 't', 'w', '-', 't', 'w', 'o', 'o', '-')",48
"('t', 'w', '-', 'o', 'o', 'w', '-', '-', 't')",66
"('-', 'o', '-', 'w', 'w', 't', 't', '-', 'o')",83
"('w', 't', '-', 'w', 'o', 't', 'o', '-', '-')",68
"('o', '-', 't', '-', 't', 'w', '-', 'o', 'w')",0
"('t', 'o', '-', 'w', '-', 'o', 'w', 't', '-')",0
"('o', '-', 't', 't', 'o', '-', 'w', '-', 'w')",33
"('-', '-', 't', '-', 'o', 't', 'w', 'o', 'w')",90
"('t', 'w', '-', 'o', '-', 'o', 'w', '-', 't')",69
"('t', '-', 't', 'w', 'o', 'o', '-', '-', 'w')",65
"('w', 'o', 'w', 't', '-', 't', '-', '-', 'o')",56
"('t', 't', '-', 'o', '-', '-', 'w', 'o', 'w')",68
"('-', 'o', 'w', '-', 'o', '-', 'w', 't', 't')",48
"('-', '-', 'o', '-', 'w', 'o', 't', 't', 'w')",58
"('-', 't', 'w', 'o', 't', 'w', '-', 'o', '-')",59
"('o', 't', 'w', 'o', '-', '-', '-', 'w', 't')",77
"('-', 'o', 'w', '-', 'o', '-', 't', 'w', 't')",52
"('-', '-', 'w', 't', 'w', 't', 'o', 'o', '-')",84
"('t', '-', 'w', 't', '-', 'o', 'w', 'o', '-')",72
"('w', 'o', 'w', 't', '-', '-', 'o', 't', '-')",45
"('-', '-', '-', 'w', 'w', 't', 't', 'o', 'o')",93
"('-', 't', 'o', 't', '-', 'o', '-', 'w', 'w')",73
"('w', 'o', '-', 't', 't', 'w', '-', '-', 'o')",79
"('-', 't', 't', '-', '-', 'o', 'o', 'w', 'w')",48
"('o', '-', '-', 'w', 't', '-', 'o', 'w', 't')",0
"('w', 't', '-', 'w', '-', 'o', '-', 'o', 't')",77
"('t', 't', 'o', 'w', '-', 'o', '-', '-', 'w')",57
"('t', 'w', '-', 'o', 'o', 'w', 't', '-', '-')",0
"('w', '-', '-', 'o', 't', 't', 'w', '-', 'o')",0
"('t', 'w', 'w', '-', '-', 't', '-', 'o', 'o')",21
"('o', 'o', 't', '-', 'w', 't', '-', 'w', '-')",0
"('-', 'w', 'o', 't', 't', '-', '-', 'o', 'w')",52
"('w', '-', 'o', 't', '-', '-', 't', 'w', 'o')",0
"('t', 'w', '-', 'o', 'w', '-', '-', 't', 'o')",60
"('w', 'o', '-', '-', 'w', '-', 't', 't', 'o')",48
"('o', 'w', 'o', 't', '-', '-', 'w', 't', '-')",45
"('t', '-', 'w', '-', 'o', '-', 'o', 't', 'w')",105
"('o', '-', 'w', 't', '-', 'w', 't', 'o', '-')",0
"('t', 'w', '-', '-', 't', 'o', '-', 'w', 'o')",0
"('t', '-', 't', 'w', '-', 'w', 'o', '-', 'o')",200
"('-', 'o', '-', 't', 't', 'w', 'w', 'o', '-')",0
"('t', '-', 'o', 'w', '-', '-', 'o', 't', 'w')",72
"('-', 'w', 'o', 't', 't', 'o', '-', 'w', '-')",0
"('-', 'o', 't', 'w', 'o', '-', 't', '-', 'w')",62
"('w', '-', 't', '-', '-', 'o', 'w', 't', 'o')",0
"('o', 'w', 't', 'w', '-', 't', 'o', '-', '-')",0
"('-', 't', 'o', 'w', '-', '-', 'o', 'w', 't')",76
"('-', 'o', 't', '-', 't', '-', 'w', 'o', 'w')",60
"('o', '-', 'o', '-', 'w', 't', '-', 't', 'w')",72
"('o', '-', 'o', 'w', '-', 't', 't', '-', 'w')",48
"('w', 'o', 't', 'w', 'o', '-', 't', '-', '-')",67
"('-', '-', '-', 'w', 't', 'w', 't', 'o', 'o')",70
"('o', 'w', '-', 't', '-', '-', 'o', 'w', 't')",0
"('w', '-', 'o', '-', 't', '-', 'o', 'w', 't')",76
"('t', 'o', 'w', '-', 'w', '-', '-', 'o', 't')",75
"('-', '-', 't', 't', 'w', 'o', 'o', '-', 'w')",86
"('o', 't', '-', '-', 'o', '-', 'w', 'w', 't')",48
"('o', 't', 't', '-', 'o', 'w', '-', 'w', '-')",58
"('-', '-', 'w', '-', 'w', 't', 'o', 't', 'o')",52
"('t', 'w', '-', 'o', 'w', 'o', '-', 't', '-')",73
"('w', 'w', 'o', '-', '-', 'o', '-', 't', 't')",73
"('w', 't', 'o', 'o', '-', '-', 'w', 't', '-')",0
"('o', 't', '-', 'w', 't', 'o', 'w', '-', '-')",0
"('-', 'o', 't', '-', 'o', 'w', 'w', 't', '-')",54
"('t', '-', 'o', '-', '-', 'w', 'o', 'w', 't')",82
"('-', '-', 'o', 'w', '-', 't', 't', 'o', 'w')",82
"('o', '-', 't', 'w', 'w', '-', '-', 't', 'o')",54
"('t', '-', 'w', 'w', 'o', '-', '-', 't', 'o')",77
"('-', 't', 'w', 'w', '-', 'o', '-', 't', 'o')",0
"('-', '-', '-', 'o', 'o', 't', 't', 'w', 'w')",93
"('t', 'o', 'w', '-', 'o', '-', '-', 't', 'w')",85
"('o', 'w', '-', 'o', 'w', '-', 't', '-', 't')",60
"('t', '-', '-', 'o', 't', 'o', 'w', 'w', '-')",36
"('t', 't', '-', '-', 'w', 'o', '-', 'o', 'w')",52
"('o', '-', 't', 'w', 't', 'o', '-', 'w', '-')",58
"('t', '-', 'o', '-', '-', 't', 'o', 'w', 'w')",74
"('o', 'w', 'w', '-', '-', 't', 't', '-', 'o')",56
"('-', 't', 'o', '-', 'w', '-', 'w', 'o', 't')",62
"('w', 'o', '-', 't', 't', '-', '-', 'w', 'o')",84
"('-', 'w', 'w', 't', '-', 't', '-', 'o', 'o')",21
"('-', 'o', '-', 't', 'w', 'w', 't', '-', 'o')",0
"('t', '-', 'w', '-', 'o', 't', '-', 'o', 'w')",0
"('o', 'w', '-', '-', 'w', 't', '-', 'o', 't')",85
"('-', 't', '-', 't', 'o', '-', 'w', 'o', 'w')",0
"('-', '-', 'o', 't', 'w', 'w', 't', '-', 'o')",0
"('w', '-', 'w', 't', 'o', 't', 'o', '-', '-')",48
"('o', '-', 't', 'o', 't', '-', 'w', 'w', '-')",56
"('o', 't', '-', 't', 'w', 'w', 'o', '-', '-')",0
"('-', 't', 'w', 't', 'w', 'o', 'o', '-', '-')",79
"('o', 'w', '-', 't', 't', 'w', 'o', '-', '-')",0
"('o', 'o', '-', 'w', '-', 't', '-', 't', 'w')",54
"('t', 'o', '-', 'o', '-', 't', 'w', 'w', '-')",36
"('o', '-', 't', 'w', 't', '-', 'w', 'o', '-')",0
"('-', 'w', 'w', 'o', 't', '-', '-', 'o', 't')",67
"('-', 'w', '-', '-', 't', 'w', 't', 'o', 'o')",46
"('t', '-', 'w', '-', '-', 'o', 't', 'w', 'o')",0
"('o', '-', '-', '-', 'w', 't', 'o', 'w', 't')",0
"('-', 't', 'w', 't', 'o', '-', 'w', 'o', '-')",0
"('-', 'o', 'w', 'w', '-', 'o', 't', '-', 't')",36
"('o', 'w', '-', 't', 'o', '-', 'w', '-', 't')",62
"('o', '-', 't', 'w', 'o', '-', '-', 'w', 't')",120
"('-', 't', 'w', 't', 'w', '-', 'o', '-', 'o')",84
"('-', 't', '-', 'w', 'o', 't', 'w', 'o', '-')",0
"('-', 'o', '-', 'w', 't', 't', 'o', 'w', '-')",44
"('-', 'w', 'o', '-', 't', 'w', '-', 'o', 't')",24
"('w', '-', '-', 'w', 'o', '-', 't', 'o', 't')",90
"('-', 'w', '-', '-', 'w', 't', 'o', 't', 'o')",52
"('-', 'w', '-', 'w', '-', 't', 't', 'o', 'o')",93
"('t', '-', 't', 'w', 'o', '-', '-', 'o', 'w')",95
"('o', '-', '-', 'w', 't', 't', 'o', 'w', '-')",0
"('w', 't', 't', 'o', '-', '-', 'o', '-', 'w')",0
"('o', 'w', 'w', '-', 'o', 't', '-', 't', '-')",58
"('w', '-', '-', '-', 'o', 'w', 't', 'o', 't')",0
"('o', 't', 'w', '-', 'o', '-', '-', 'w', 't')",52
"('o', '-', 'w', 't', '-', 'w', 't', '-', 'o')",0
"('-', 'o', 'o', 'w', 't', 't', '-', '-', 'w')",28
"('o', '-', 'w', '-', 'o', 'w', 't', '-', 't')",71
"('-', 'o', 't', 'w', '-', 't', 'o', 'w', '-')",48
"('w', 't', '-', 'w', 'o', 't', '-', '-', 'o')",70
"('-', 'w', '-', 'o', '-', 'w', 't', 'o', 't')",62
"('w', 'o', 't', 'w', 't', '-', '-', '-', 'o')",70
"('t', 't', 'o', '-', '-', 'o', 'w', 'w', '-')",53
"('o', 'w', '-', 'w', 't', 't', '-', 'o', '-')",56
"('-', 't', '-', '-', 'w', 't', 'o', 'o', 'w')",62
"('t', '-', 'w', 'o', '-', '-', 'w', 't', 'o')",72
"('w', '-', 't', 't', '-', 'o', '-', 'o', 'w')",64
"('w', '-', 'w', 'o', 't', 'o', 't', '-', '-')",48
"('t', 'w', 'o', 'o', 't', '-', '-', 'w', '-')",0
"('o', 'w', 't', '-', '-', 'o', 'w', '-', 't')",0
"('-', 'o', 't', 't', 'w', 'o', 'w', '-', '-')",69
"('o', 't', '-', 'o', 't', 'w', 'w', '-', '-')",67
"('o', '-', 'w', 'o', 't', 'w', '-', '-', 't')",68
"('t', 'o', '-', 'w', 't', 'o', '-', 'w', '-')",56
"('w', 't', 'o', '-', '-', 'w', 'o', '-', 't')",86
"('w', 'o', 't', '-', '-', 't', 'o', '-', 'w')",51
"('w', 'o', '-', 't', 'o', '-', '-', 'w', 't')",60
"('-', '-', 't', 't', '-', 'o', 'w', 'o', 'w')",42
"('t', 'o', '-', 't', '-', 'w', 'w', '-', 'o')",80
"('-', 'w', 'o', 'w', 't', '-', 'o', '-', 't')",83
"('-', '-', 'w', '-', 't', 'w', 't', 'o', 'o')",42
"('-', '-', 't', 'w', '-', 'o', 'w', 't', 'o')",0
"('t', 'o', 'w', 't', 'w', '-', '-', '-', 'o')",70
"('t', '-', 'o', '-', 't', 'w', '-', 'w', 'o')",90
"('-', 'w', '-', 't', 'o', '-', 't', 'w', 'o')",0
"('o', '-', 't', 'w', 't', 'o', '-', '-', 'w')",65
"('o', 't', 'o', '-', 'w', 'w', '-', 't', '-')",75
"('o', '-', 'o', '-', 'w', 't', 'w', '-', 't')",0
"('-', '-', 'o', '-', 'w', 't', 't', 'o', 'w')",80
"('-', '-', 'o', 't', 'w', 't', 'o', 'w', '-')",105
"('t', '-', 'o', 'o', '-', '-', 'w', 'w', 't')",60
"('o', 'o', '-', 'w', '-', 't', 'w', 't', '-')",0
"('-', 'o', 'w', 'o', 'w', '-', '-', 't', 't')",36
"('t', 'o', 'o', '-', 'w', 't', '-', '-', 'w')",71
"('o', 'w', '-', 'w', 'o', '-', '-', 't', 't')",32
"('-', 'w', 'o', 'o', 'w', '-', 't', 't', '-')",74
"('-', '-', 'w', 'w', '-', 't', 'o', 't', 'o')",42
"('o', 'o', '-', '-', 't', 't', 'w', '-', 'w')",84
"('t', '-', 'o', 'w', '-', 't', '-', 'o', 'w')",64
"('-', 'w', '-', 'w', 't', 'o', 'o', 't', '-')",0
"('w', 't', '-', 't', 'o', 'o', 'w', '-', '-')",0
"('t', '-', 'o', 'w', '-', 'w', 't', '-', 'o')",0
"('t', 'o', '-', 'w', 'o', 'w', '-', 't', '-')",73
"('o', 'w', '-', '-', 'w', 't', 't', 'o', '-')",76
"('-', '-', 't', '-', 'w', 't', 'w', 'o', 'o')",42
"('w', '-', 'o', 't', 't', 'w', '-', 'o', '-')",75
"('w', 'o', 'w', '-', '-', 't', 't', '-', 'o')",86
"('t', '-', 'w', 'w', 'o', 't', 'o', '-', '-')",48
"('t', 'w', 'o', '-', 't', '-', 'w', '-', 'o')",120
"('o', 'w', 't', '-', 'w', 't', '-', '-', 'o')",48
"('-', 't', '-', '-', 'o', 'o', 'w', 't', 'w')",60
"('w', 'o', '-', '-', 'w', 't', '-', 'o', 't')",0
"('o', '-', '-', '-', 'w', 'o', 'w', 't', 't')",70
"('o', 'o', 'w', '-', 't', 't', '-', 'w', '-')",58
"('t', 't', '-', '-', 'o', '-', 'w', 'o', 'w')",0
"('-', 'w', 't', 'o', 'w', 't', '-', 'o', '-')",59
"('-', 'w', 'o', 'w', '-', 't', 'o', '-', 't')",0
"('o', 'w', '-', 'o', 't', '-', 't', 'w', '-')",80
"('o', '-', '-', 't', 'w', 't', '-', 'o', 'w')",77
"('-', 'w', '-', 'w', 'o', 'o', '-', 't', 't')",36
"('t', 'w', 'o', 't', 'w', '-', 'o', '-', '-')",67
"('o', 't', '-', '-', 'w', 'w', 't', '-', 'o')",46
"('-', '-', 'o', 'o', 'w', '-', 't', 'w', 't')",0
"('o', '-', 't', '-', 't', 'w', 'w', 'o', '-')",57
"('o', 'w', 't', '-', 'w', '-', 'o', '-', 't')",0
"('w', '-', 'o', '-', '-', 't', 't', 'w', 'o')",0
"('-', '-', '-', 'w', 'o', 'o', 't', 'w', 't')",62
"('-', 't', 't', '-', 'o', 'w', 'o', '-', 'w')",0
"('t', 'w', 'w', 'o', 't', 'o', '-', '-', '-')",93
"('-', 't', 't', '-', 'o', '-', 'w', 'o', 'w')",60
"('o', 'w', 't', '-', '-', 't', 'w', 'o', '-')",48
"('t', 'w', 'o', '-', '-', 't', 'o', 'w', '-')",105
"('-', '-', 'w', 't', 'o', 't', 'w', 'o', '-')",105
"('t', 'w', 't', 'w', '-', '-', '-', 'o', 'o')",99
"('-', '-', 'w', 'o', 'o', 't', 'w', '-', 't')",0
"('w', 'o', 't', '-', 'w', 'o', '-', '-', 't')",0
"('o', 't', '-', '-', '-', 't', 'o', 'w', 'w')",0
"('-', '-', 'w', 'o', 'w', 't', 'o', '-', 't')",0
"('-', '-', 't', 'w', 'o', '-', 't', 'o', 'w')",75
"('-', '-', 'w', '-', 't', 'w', 'o', 'o', 't')",58
"('w', 'o', '-', 'w', 't', 't', 'o', '-', '-')",68
"('t', '-', 'w', 'o', 'w', 'o', '-', '-', 't')",65
"('-', 'w', 'o', 't', '-', 'o', '-', 't', 'w')",63
"('t', 'o', 'w', '-', 'w', '-', 'o', '-', 't')",46
"('w', '-', '-', '-', 'o', 't', 't', 'o', 'w')",75
"('w', 'w', '-', 't', '-', 'o', '-', 't', 'o')",120
"('-', '-', 't', 'o', '-', 'o', 't', 'w', 'w')",74
"('-', 't', '-', 'w', 't', 'o', '-', 'o', 'w')",54
"('o', 't', 't', 'w', '-', '-', '-', 'w', 'o')",50
"('w', 'w', '-', 'o', 't', 't', 'o', '-', '-')",0
"('-', 't', '-', 'o', 'o', 't', '-', 'w', 'w')",36
"('o', 'w', 'o', 't', '-', '-', 't', '-', 'w')",0
"('o', 'w', '-', 'o', '-', 'w', 't', 't', '-')",56
"('-', 't', '-', '-', 't', 'w', 'o', 'w', 'o')",52
"('o', '-', 't', '-', 'o', 'w', 't', 'w', '-')",63
"('o', 't', 'w', '-', 't', '-', '-', 'w', 'o')",54
"('t', '-', '-', 'w', '-', 'w', 't', 'o', 'o')",0
"('t', '-', '-', '-', 't', 'w', 'o', 'w', 'o')",67
"('-', 't', 'w', 'o', '-', '-', 't', 'o', 'w')",105
"('w', '-', 't', '-', 't', 'w', '-', 'o', 'o')",21
"('t', '-', '-', 'w', 'o', 'w', 't', 'o', '-')",0
"('o', '-', '-', 't', '-', 'o', 'w', 'w', 't')",60
"('-', 't', 'w', 'o', 'o', '-', 't', 'w', '-')",63
"('w', '-', 'w', 't', 'o', '-', 'o', '-', 't')",69
"('w', 'w', '-', 't', 'o', 't', '-', '-', 'o')",79
"('t', 'o', '-', 'w', 'o', '-', '-', 't', 'w')",60
"('-', 't', 'w', '-', 'o', 'w', 'o', '-', 't')",62
"('t', '-', 'o', 'w', 't', '-', 'o', 'w', '-')",71
"('o', 'w', 't', '-', 't', '-', 'o', 'w', '-')",0
"('-', 'w', 't', '-', 'w', 'o', 'o', 't', '-')",54
"('t', '-', '-', 'w', 'o', 'o', 't', 'w', '-')",0
"('w', '-', 'o', 't', '-', '-', 'o', 'w', 't')",72
"('t', '-', 't', 'o', '-', 'w', 'o', '-', 'w')",0
"('o', '-', 'o', '-', 't', 't', 'w', '-', 'w')",36
"('w', '-', '-', 'w', '-', 't', 'o', 'o', 't')",120
"('w', 'w', '-', 't', 'o', '-', 't', '-', 'o')",0
"('w', '-', 't', 'w', 'o', 'o', '-', '-', 't')",0
"('w', '-', 'o', 't', 'w', 'o', '-', '-', 't')",57
"('t', '-', 'w', 't', 'o', 'o', '-', 'w', '-')",58
"('-', '-', 'w', '-', 't', 'o', 't', 'w', 'o')",80
"('o', '-', 't', 't', '-', 'o', 'w', 'w', '-')",32
"('-', 't', 'w', '-', 'o', '-', 'w', 't', 'o')",0
"('o', 'w', '-', '-', 'o', 'w', 't', 't', '-')",33
"('-', '-', 'o', 'w', 'o', 't', 't', 'w', '-')",57
"('w', '-', 't', 'o', 't', 'w', 'o', '-', '-')",0
"('-', 't', 'o', 'o', '-', '-', 'w', 'w', 't')",75
"('-', '-', 'o', 't', 'o', 't', 'w', '-', 'w')",36
"('o', 'o', '-', 't', 't', 'w', '-', '-', 'w')",0
"('-', '-', '-', 't', 't', 'o', 'w', 'w', 'o')",0
"('w', '-', '-', 't', 'o', 'o', '-', 'w', 't')",50
"('o', '-', '-', 'w', 't', '-', 'w', 't', 'o')",0
"('-', 'o', '-', 'w', 't', 'o', '-', 't', 'w')",75
"('-', 'w', '-', 'w', 't', 't', 'o', '-', 'o')",84
"('o', 'w', '-', 't', 'o', 'w', 't', '-', '-')",0
"('-', 't', 'w', 't', '-', 'w', 'o', '-', 'o')",71
"('w', 't', 'w', 'o', 'o', '-', 't', '-', '-')",70
